218,2021_0430_091031_5896-flower1.jpg,""
219,20211109LUNGTIP_YI_cerana_807.JPG,dataset_originals/a294269fa71abd949d5d1c5cb349d0b2
220,20211109LUNGTIP_YI_cerana_765.JPG,dataset_originals/48bd8f850f7f098001c02b9d16a96395
221,20211109LUNGTIP_YI_cerana_786.JPG,dataset_originals/3b17f58fdf54f7ac6e8ce4a65807f22e
222,20211109LUNGTIP_YI_cerana_811.JPG,dataset_originals/cdd1d38acc720620c072d9bd313f4a80
223,20211109LUNGTIP_YI_cerana_796.JPG,dataset_originals/f9af2f589c7b80fc834c3a1aa2a42ae5
224,20211109LUNGTIP_YI_cerana_804.JPG,dataset_originals/3ea57f12170ad1aaa609da4fb145cad0
225,20211109LUNGTIP_YI_cerana_806.JPG,dataset_originals/0e487a6fcd14c4fa7d74a25b30838590
226,20211109LUNGTIP_YI_cerana_792.JPG,dataset_originals/6d2104d3a0f8fc31d619c9d70ade5575
227,20211109LUNGTIP_YI_cerana_782.JPG,dataset_originals/9e7fa6e5b593e76d868884d312495eb6
228,20211109LUNGTIP_YI_cerana_802.JPG,dataset_originals/6b42a11d0cff8dfa4fa88c27c28e5e6c
229,20211109LUNGTIP_YI_cerana_790.JPG,dataset_originals/50eb86fadce83e2065ef109e74ef4c3b
230,20211109LUNGTIP_YI_cerana_815.JPG,dataset_originals/e83008de21deacfe1463abe3893e3866
231,20211109LUNGTIP_YI_cerana_774.JPG,dataset_originals/e6444f5f7d63a0e353ce2ada347920bc
232,20211109LUNGTIP_YI_cerana_783.JPG,dataset_originals/5dd8cad2fa5f11e6e566f299f8d8345c
233,20211109LUNGTIP_YI_cerana_793.JPG,dataset_originals/3a993f27338ceba4728fc9212d53f266
234,20211109LUNGTIP_YI_cerana_788.JPG,dataset_originals/4425f3e568a1080fb1a62ee14f030af4
235,20211109LUNGTIP_YI_cerana_780.JPG,dataset_originals/7c415e0bb8e4af73ea5ed1b451422a91
236,20211109LUNGTIP_YI_cerana_778.JPG,dataset_originals/0f5bb5eaf2c73ac375ae3fd4f0ed2bc5
237,20211109LUNGTIP_YI_cerana_794.JPG,dataset_originals/4cd2c554a911bae8ca2eb54e67fa2684
238,20211109LUNGTIP_YI_cerana_779.JPG,dataset_originals/75e4ee825b7d1ecce5947560c3a037c2
239,20211109LUNGTIP_YI_cerana_775.JPG,dataset_originals/0b359ef53ebc27e6dca96a4aec3cfbc4
240,20211109LUNGTIP_YI_cerana_772.JPG,dataset_originals/8539278505a8e4373fe051c3d6905f9c
241,20211109LUNGTIP_YI_cerana_812.JPG,dataset_originals/ae1355669fd699d0ee283191408d1de8
242,20211109LUNGTIP_YI_cerana_813.JPG,dataset_originals/150be653f76dbb35f7ddad19452d7506
243,20211109LUNGTIP_YI_cerana_791.JPG,dataset_originals/fa6948f7105a6a398135747e5f2e10b0
244,20211109LUNGTIP_YI_cerana_787.JPG,dataset_originals/632fb6c7d9d37e51736d4e2d15f63156
245,20211109LUNGTIP_YI_cerana_805.JPG,dataset_originals/f5b50f2418a01c8ae0594fa331d8e151
246,20211109LUNGTIP_YI_cerana_801.JPG,dataset_originals/3779ae80e826820d58c60ad872ff0eaf
247,20211109LUNGTIP_YI_cerana_800.JPG,dataset_originals/9852783811c2e1910aff133e70828dce
248,20211109LUNGTIP_YI_cerana_771.JPG,dataset_originals/cfd1918ba4a415fbca5b6507d345b037
249,20211109LUNGTIP_YI_cerana_795.JPG,dataset_originals/9187f846862cd35170c98d9fb4734231
250,20211109LUNGTIP_YI_cerana_808.JPG,dataset_originals/f09514c87358a304fa722ac0184fc0e3
251,20211109LUNGTIP_YI_cerana_767.JPG,dataset_originals/44f6ceb1c55c0d6f0e881b2266b2e531
252,20211109LUNGTIP_YI_cerana_781.JPG,dataset_originals/b1093a37b85fd92d64d0c4c6c084edfd
253,20211109LUNGTIP_YI_cerana_797.JPG,dataset_originals/fcfbc805fa260a986c0061a9b9069706
254,20211109LUNGTIP_YI_cerana_798.JPG,dataset_originals/4fa75d4d5f3495a7ae4bababaec09bde
256,20211109LUNGTIP_YI_cerana_770.JPG,dataset_originals/4e6786e0fbbaf460d118a15a44264ebb
257,20211109LUNGTIP_YI_cerana_769.JPG,dataset_originals/f7dad3b2cd13ac76ea8c1a34075c22ea
258,20211109LUNGTIP_YI_cerana_785.JPG,dataset_originals/d93e4c82435d7ca04f8345d609f8428e
259,20211109LUNGTIP_YI_cerana_784.JPG,dataset_originals/ed6e1550001456695dbc7744a78696a7
260,20211109LUNGTIP_YI_cerana_814.JPG,dataset_originals/f7ec7373bb030d610decde55f3c179a9
264,20211109LUNGTIP_YI_florea4_022.JPG,dataset_originals/8ce338513104c9c93918bf3f76431dd6
265,20211109LUNGTIP_YI_florea4_024.JPG,dataset_originals/ae11586f05dbf410858932c52014747f
266,20211109LUNGTIP_YI_florea4_023.JPG,dataset_originals/767c0b09e644617d4428e288f0e3f16d
267,20211109LUNGTIP_YI_housefly_646.JPG,dataset_originals/e048d8a90d7ec4d6cb12b4cc953792a2
268,20211109LUNGTIP_YI_housefly_660.JPG,dataset_originals/b08a72bcb62429e1e8cee3ce33b40d43
269,20211109LUNGTIP_YI_housefly_649.JPG,dataset_originals/555c7eca2133c94a3a48e9729eb1796e
270,20211109PAKOB_SJ_102341_3964.JPG,dataset_originals/d8f194ca8f5a0e5457780cac9e233b1f
271,20211109LUNGTIP_YI_housefly_647.JPG,dataset_originals/5a59f03b35757ba4a4f9880e0876cdb0
272,20211109LUNGTIP_YI_housefly_654.JPG,dataset_originals/343933f4327d8634de4d52c6e8faa5be
273,20211109LUNGTIP_YI_housefly_665.JPG,dataset_originals/7055df41174f98451c8b8a1b70208cdf
274,20211109LUNGTIP_YI_housefly_653.JPG,dataset_originals/30b0a8d1f2111300646e98563544e080
275,20211109LUNGTIP_YI_housefly_655.JPG,dataset_originals/5f77a38d07384f07290dd023c9a7c6ee
276,20211109LUNGTIP_YI_housefly_668.JPG,dataset_originals/58cf84665a26848a0f25a68e66d329fc
277,20211109PAKOB_SJ_102344_3965.JPG,dataset_originals/631d3bb38377c6e833e2284405bc98c9
278,20211109LUNGTIP_YI_housefly_669.JPG,dataset_originals/edd271010981a9e00266df1bb33b9490
279,20211109LUNGTIP_YI_housefly_651.JPG,dataset_originals/5df0650f2e308bfc39c200784dff0c6c
280,20211109LUNGTIP_YI_housefly_648.JPG,dataset_originals/2b3130416131e6b4bf0e2fea5f1d8e15
281,20211109LUNGTIP_YI_housefly_664.JPG,dataset_originals/cec3ef6282f3b3b17d5723bc4b4e9059
282,20211109LUNGTIP_YI_housefly_645.JPG,dataset_originals/6a5578117a313355843ef0f7a2d01ab1
283,20211109PAKOB_SJ_102347_3966.JPG,dataset_originals/b62e3053853f1e10a7588db78ac73dce
284,20211109LUNGTIP_YI_housefly_656.JPG,dataset_originals/ffec8041d69abe272599201b79d501e6
285,20211109LUNGTIP_YI_housefly_650.JPG,dataset_originals/e34e469787f306fa2f6638490588cfec
286,20211109LUNGTIP_YI_housefly_652.JPG,dataset_originals/6a669a8e3ca337ad47bfa837c31b1263
287,20211109LUNGTIP_YI_housefly_659.JPG,dataset_originals/6f5115b908e77cefda007fd946809ae2
288,20211109LUNGTIP_YI_housefly_666.JPG,dataset_originals/82e7746069180e042d66c9fe79097f49
289,20211109LUNGTIP_YI_housefly_663.JPG,dataset_originals/6b8f333f80ad46aae4912447207f15b7
